time (s),Altitude (m),Airspeed (kmh),ax,ay,GForce
96.0,16193,548,-0.14737971936483743,-0.334270420916362,0.3653183488132783
96.1667,16165,546,-0.09028109526308938,-0.32833108413036466,0.34051721978208915
96.3333,16137,543,-0.05982849574215705,-0.31440063966866144,0.3200425145614763
96.5,16110,540,-0.05803469604618424,-0.3094331943567364,0.3148284099553069
96.6667,16083,538,-0.08683897962575014,-0.34824136085615154,0.3589053549243669
96.8333,16058,537,-0.11710934949529378,-0.3340116998063659,0.3539469103506185
97.0,16034,536,-0.19459186123033298,-0.3683145504248145,0.4165592400988344
97.1667,16010,535,-0.1956624313406619,-0.38758481241073095,0.434172516230128
97.3333,15985,534,-0.19034411530870626,-0.3745307639686585,0.4201240000185672
97.5,15961,532,-0.1753215992444165,-0.4410113588690393,0.4745826396036167
97.6667,15937,531,-0.16349434850173766,-0.45579542229738784,0.48423121437931055
97.8333,15914,529,-0.17108798108084383,-0.45337621191820343,0.4845834157331623
